Word,Meaning,POS,Phonetic,Example,Translation,Note,Unit
managerial,经营上，管理上的,形,ˌmænəˈʤɪəriəl,She holds a managerial position in the organization.,她在公司担任管理职位。,【动】manage 管理；【名】management 管理,8
expertise,专门知识,名,ˌɛkspɜːˈtiːz,Her expertise in the field is widely respected.,她在该领域的专业知识广受尊重。,,8
partial,部分的,名,ˈpɑːʃᵊl,She also raised valid concerns for further discussion while expressing partial agreement with the proposed plan.,她在表示部分同意拟议计划的同时，也提出了需要进一步讨论的合理关切。,,8
proof,证明,名,pruːf,She provided compelling proof to support her argument during the debate.,她在辩论中提供了令人信服的证据来支持她的论点。,,8
biography,传记,名,baɪˈɒɡrəfi,She read a biography of a famous historical figure.,她阅读了一位著名历史人物的传记。,,8
willing,情愿的,形,ˈwɪlɪŋ,She is willing to help with the project.,她愿意为项目提供帮助。,,8
anticipate,预料,动,ænˈtɪsɪpeɪt,She anticipated the challenges of the new job.,她预料到了新工作的挑战。,【名】anticipation 预料,8
relation,关系,名,rɪˈleɪʃᵊn,She maintains a close relation with her siblings.,她与兄弟姐妹保持着密切的关系。,,8
possess,拥有，支配，具备,动,pəˈzɛs,She is fortunate to possess a rare collection of antique coins.,她有幸收藏了一批罕见的古钱币。,【名】possession 拥有,8
vacuum,真空,名,ˈvækjuːm,She used a vacuum cleaner to efficiently clean the carpets in the living room.,她用吸尘器有效地清洁了客厅的地毯。,,8
athletic,运动的,形,æθˈlɛtɪk,She received an athletic scholarship for her talent in soccer.,她因在足球方面的天赋而获得了体育奖学金。,,8
prize,奖品,名,praɪz,She won a prize for her outstanding performance.,她因出色的表现而获奖。,,8
positive,肯定的，积极的,形,ˈpɒzətɪv,She has a positive attitude towards challenges.,她以积极的态度面对挑战。,【反】negative,8
cabinet,柜橱， 橱柜,名,ˈkæbɪnɪt,She was looking for a new cabinet for her kitchen.,她要买一个新橱柜放在厨房。,,8
limit,限制,动,ˈlɪmɪt,She limited her screen time for better focus and productivity.,她限制了屏幕使用时间来提高注力和工作效率。,【其他—名】；【名】limitation 限制,8
poetry,诗的总称，不可数,名,ˈpəʊɪtri,She enjoys reading and writing poetry in her free time.,她闲暇时喜欢阅读和写诗。,【名】poet 诗人；【名】poem 诗歌,8
likewise,同样地,副,ˈlaɪkwaɪz,She enjoys outdoor activities. Her brother is a fan of hiking and camping likewise.,她喜欢户外活动。她的哥哥也同样喜欢徒步旅行和露营。,,8
browse,浏览,动,braʊz,She loves to browse through the quaint bookstores downtown.,她喜欢逛市中心古色古香的书店。,,8
apply,申请,动,əˈplaɪ,She applied for a scholarship for her studies.,她为自己的学业申请了奖学金。,【固】apply for 申请；【其他词义】【固】apply A to B 将A应用于B,8
prepared,准备好的,形,prɪˈpeəd,She was well-prepared for the important presentation.,她为这次重要的演讲做了充分准备。,,8
cosmetics,化妆品,名,kɒzˈmɛtɪks,She bought new cosmetics for the event.,她为这次活动购买了新的化妆品。,,8
proud,自豪的,形,praʊd,She felt proud of her team's accomplishments on the project.,她为团队在项目中取得的成绩感到自豪。,【固】be proud to do sth/ be proud of sth,8
luggage,行李,名,ˈlʌɡɪʤ,She packed her luggage for the weekend trip.,她收拾好了周末旅行的行李。,,8
backpack,背包,名,ˈbækˌpæk,She packed her backpack for the hiking trip.,她收拾好背包准备徒步旅行。,,8
voucher,代金券，凭证，保证人,名,ˈvaʊʧə,She received a voucher for a discount at the store.,她收到了一张商店的折扣券。,,8
bill,账单,名,bɪl,She received the bill for her online purchases.,她收到了网上购物的账单。,【其他—动】开账单,8
talented,有才能的,形,ˈtæləntɪd,She is a talented artist who excels in various mediums.,她是一位多才多艺的艺术家。,【名】talent 天赋；有才能的人,8
longtime,长年的,形,ˈlɒŋtaɪm,She's been a longtime friend.,她是我的老朋友。,,8
vegetarian,吃素的,形,ˌvɛʤɪˈteəriən,She follows a vegetarian diet.,她是素食主义者。,,8
council,议会,名,ˈkaʊnsᵊl,She is a member of the city council.,她是市议会的成员。,,8
professional,专家,名,prəˈfɛʃᵊnᵊl,She is a professional in the field of finance.,她是金融领域的专业人士。,【其他—形】专业的,8
match,比赛；配对,动,mæʧ,She tried to match the color of the paint to the sample on the wall.,她试着将油漆的颜色与墙上的样品进行比对。,【其他—名】比赛；配对,8
attempt,企图，尝试,名,əˈtɛmpt,She attempted to break the world record.,她试图打破世界纪录。,【其他—动】【固】attempt to do ... 尝试做…,8
trim,花边修饰，饰物,名,trɪm,She gave her hair a slight trim to freshen up her look.,她稍微修剪了一下头发，让自己看起来更精神。,【其他—动】修剪,8
enthusiastic,有激情的,形,ɪnˌθjuːziˈæstɪk,Her enthusiastic approach motivates the entire team.,她热情洋溢的态度激励着整个团队。,【名】enthusiasm 激情,8
branch,支店，分支，分公司,名,brɑːnʧ,She visited the local branch of her bank.,她去了当地的银行分行。,,8
salon,美发厅，美容院，沙龙,名,ˈsælɒn,She went to the salon for a haircut and styling.,她去发廊理发和做造型。,【音】AmE /səˈlɑn/,8
thus,因此,副,ðʌs,She studied hard and thus earned excellent grades in her exams.,她努力学习，因此在考试中取得了优异成绩。,,8
assignment,任务；作业；分配,名,əˈsaɪnmənt,She worked hard to complete her assignment on time.,她努力工作，按时完成了任务。,【动】assign 分配,8
paycheck,工资，工资支票，薪水,名,ˈpeɪˌʧɛk,She receives her paycheck at the end of every month.,她每月月底都会收到工资。,,8
monthly,每月的,形,ˈmʌnθli,She receives a monthly allowance from her parents.,她每月从父母那里领取津贴。,,8
commute,通勤,动,kəˈmjuːt,It took her an hour to commute every day.,她每天通勤大约需要一个小时。,,8
souvenir,纪念品,名,ˌsuːvəˈnɪə,She bought a beautiful souvenir.,她买了一件漂亮的纪念品。,,8
impressive,令人印象深刻的,形,ɪmˈprɛsɪv,Her impressive skills helped her win the award.,她令人印象深刻的技能帮助她赢得了奖项。,【动】impress 使印象深刻；【名】impression,8
posting,揭示；派驻，职位,名,ˈpəʊstɪŋ,She saw a job posting for a graphic designer.,她看到了一份平面设计师的招聘启事。,,8
plant,种植,动,plɑːnt,She decided to plant flowers in her garden to add a burst of color.,她决定在花园里种植鲜花，增添一抹色彩。,【其他—名】植物，工厂,8
switch,转换，切换,动,swɪʧ,She decided to switch her major from biology to psychology.,她决定从生物专业转到心理学专业。,【其他—名】开关,8
transfer,转移，调职,动,ˈtrænsfɜː,She decided to transfer her savings from one bank account to another for better interest rates.,她决定把存款从一个银行账户转到另一个账户，以获得更高的利息。,【其他—名】转移,8
frequently,频繁地,副,ˈfriːkwᵊntli,She frequently visits the library to read the latest novels.,她经常去图书馆阅读最新的小说。,,8
institute,协会，专门学校，研究所,名,ˈɪnstɪtjuːt,She enrolled in an institute to pursue higher education.,她进入了一所学院接受高等教育。,,8
temporary,暂时的，临时的,形,ˈtɛmpᵊrᵊri,She accepted a temporary position during the busy season.,她接受了一个旺季的临时职位。,【副】temporarily 暂时地,8
qualify,使...具有资格；赋予...权利,动,ˈkwɒlɪfaɪ,She will qualify for certification upon completion of the course.,她将在完成课程后获得资格。,【名】qualification 资格；【形】qualified 有资格的,9
accompany,陪伴，陪同,动,əˈkʌmpəni,She will accompany her mother on the trip to Europe.,她将陪同母亲前往欧洲旅行。,,9
lead,领导，牵引,动,liːd,She will lead the team on the new project.,她将带领团队开展新项目。,【固】lead to … 导致,9
neither,既不...也不...,副,ˈnaɪðə,She likes neither coffee nor tea.,她既不喜欢喝咖啡，也不喜欢喝茶。,,9
scholarship,奖学金,名,ˈskɒləʃɪp,She received a scholarship to help fund her education.,她获得了奖学金来继续她的教育。,,9
compose,组成，创作，构思,动,kəmˈpəʊz,She took her time to compose a heartfelt letter expressing gratitude to her mentor.,她花时间写了一封情真意切的信，表达对导师的感激之情。,,9
alongside,与…并排， 在…旁边,介,əˈlɒŋˈsaɪd,She walked alongside her colleague discussing the project.,她和同事一起边走边讨论项目。,【其他—副】,9
airline,航空公司,名,ˈeəlaɪn,She prefers flying with that airline because of their excellent service.,她更喜欢乘坐这家航空公司的航班，因为他们的服务非常好。,,9
absolutely,完全地,副,ˈæbsəluːtli,She was absolutely sure of her decision.,她对自己的决定深信不疑。,【形】absolute 绝对的,9
kindly,和善地，亲切地,副,ˈkaɪndli,She spoke kindly to everyone she met.,她对遇到的每个人都和蔼可亲。,,9
promise,承诺，保证，答应,动,ˈprɒmɪs,She showed ongoing support to her friend.,她对她的朋友一直都很支持。,【其他—名】,9
insight ,洞察力,名,ˈɪnsaɪt ,Her insight into the market trends helped the company make strategic decisions.,她对市场趋势的洞察力有助于公司做出战略决策。,【形】 insightful 有洞察力的,9
classical,古典的,形,ˈklæsɪkᵊl,She has a deep appreciation for classical music.,她对古典音乐有很深的造诣。,,9
accessory,附属品，配件,名,əkˈsɛsᵊri,She ordered a home computer with all accessories.,她订购了一台配件齐全的家用电脑 。,,9
consistent,一贯的，持续的,形,kənˈsɪstᵊnt,Her work is always consistent in quality.,她的作品质量始终如一。,,9
unique,独一无二的,形,juːˈniːk,Her artwork has a unique style.,她的作品风格独特。,,9
